quest_id,venue_id,partner_id,slug,title,description,category,difficulty,xp_reward,points_reward,estimated_time,quest_objective,action_prompt,hero_image_url,website_url,reviews_url,reviews_source,socials_url,socials_source,qr_code,qr_destination_url,status
8bcf25da-8073-5260-8722-2bf942b352fa,7a74344f-5262-599b-8922-59a9fc7f8613,7ccaef07-9288-5d31-8b40-0061bc3ddf10,miami-design-district,The Palm Court Puzzle,"A whole neighborhood curated like a gallery — luxury storefronts, public art and architecture competing politely for your attention. Somewhere in the middle hides Palm Court, the district's gathering spot.",shopping,medium,150,75,15–20 min,Explore the district's public spaces until you find Palm Court. Photograph the storefront or installation that stopped you along the way.,Pick the display window that best matches your personality. Defend your choice.,,https://www.miamidesigndistrict.com/,https://www.google.com/search?q=Miami+Design+District+reviews,google,https://www.instagram.com/miamidesigndistrict/,other,MIAMI-DESIGN-DISTRICT,/q/8bcf25da-8073-5260-8722-2bf942b352fa,active
6f78cab4-49e2-5ad2-b540-b9b05ee13985,6cb7bcbb-c52f-5dd0-bc00-580e92d8f786,636d6c24-dd1c-57b7-9b79-94481e239b2b,miami-worldcenter,City Under Construction,"Ten blocks of Park West being rebuilt into a brand-new district — towers, promenades and street-level retail rising in real time. Walk it now and you'll be able to say you saw it happen.",shopping,easy,50,25,10–15 min,Walk Miami Worldcenter's new blocks and photograph old Miami and new Miami in a single frame.,Record a five-second voice memo predicting what this block looks like in ten years.,,https://miamiworldcenter.com/,https://www.google.com/search?q=Miami+Worldcenter+reviews,google,https://www.instagram.com/miamiworldcenter/,other,MIAMI-WORLDCENTER,/q/6f78cab4-49e2-5ad2-b540-b9b05ee13985,active
ef37220b-c1f4-578a-b0cc-2bbe3b575fb4,ff8d6a60-1390-586c-89ed-06b9c7cea515,a20285f9-cb39-5da1-8882-a597e5158d0c,miracle-mile-coral-gables,The Half-Mile Miracle,Coral Gables' signature stretch of Coral Way — half a mile of storefronts with a very confident name. Walk it end to end and issue your own verdict.,shopping,easy,50,25,15–20 min,Walk Miracle Mile from one end to the other and photograph your favorite storefront along the way.,Deliver your verdict in a Community Note: does it earn the name 'Miracle'?,,https://www.coralgables.com/attractions/miracle-mile,https://www.google.com/maps/search/?api=1&query=Miracle+Mile+Coral+Gables+FL,google,https://www.instagram.com/cityofcoralgables/,other,MIRACLE-MILE-CORAL-GABLES,/q/ef37220b-c1f4-578a-b0cc-2bbe3b575fb4,active
192fe224-7d8b-5c25-a708-4cfb241f0272,6d4f6842-8525-5831-92de-fdb4727ed574,5e937cc3-c9da-52d6-9aa4-833b48cd20be,kaseya-center-plaza,Home Court,"The 23,000-square-foot East Plaza outside Kaseya Center is Downtown's pre-game front porch — and on quiet days, a bayfront shortcut with an arena-sized backdrop. Game night or ghost town, the Heat's house is worth the walk.",culture,easy,50,25,5–10 min,Find the East Plaza at Kaseya Center and capture the arena where the Heat play — game day or not.,Practice your championship-parade wave across the plaza.,,https://www.kaseyacenter.com/,https://www.google.com/maps/search/?api=1&query=Kaseya+Center+601+Biscayne+Blvd+Miami+FL,google,https://www.instagram.com/kaseyacenter/,other,KASEYA-CENTER-PLAZA,/q/192fe224-7d8b-5c25-a708-4cfb241f0272,active
208f2e94-7a65-5e42-b36d-4a2ea0992b46,38309324-6a3f-5d8c-bc53-36939a4d3559,dce8d898-6e8d-554a-9922-17d2c1326c0e,jungle-island,The Wild Side of Watson Island,"An eco-adventure park on Watson Island, minutes from Downtown and open daily. Skyscrapers on one horizon, jungle canopy on the other — Miami's weirdest, wildest border crossing.",outdoors,medium,150,75,15–20 min,Explore Jungle Island and photograph the most tropical resident you meet.,Imitate the call of the loudest bird you hear. Commit fully.,,https://www.jungleisland.com/,https://www.google.com/maps/search/?api=1&query=Jungle+Island+1111+Parrot+Jungle+Trail+Miami+FL,google,https://www.instagram.com/jungleisland/,other,JUNGLE-ISLAND,/q/208f2e94-7a65-5e42-b36d-4a2ea0992b46,active
6ce551ac-e782-5f2d-9078-0dc88fa4db72,861e0c2e-4010-584e-bab5-42fc8eea9403,06b8dc6d-d62d-5853-87de-600cf264d3d2,giralda-plaza,The Pedestrian's Feast,Coral Gables closed this block of Giralda Avenue to cars in 2017 and handed it to dinner tables. It's downtown's open-air dining room — walk it slow.,food,easy,50,25,5–10 min,Stroll pedestrian-only Giralda Plaza end to end and photograph the table you'd claim on a Friday night.,Rate the plaza's people-watching out of ten. Out loud.,,https://www.coralgables.com/attractions/giralda-plaza,https://www.google.com/maps/search/?api=1&query=Giralda+Plaza+Coral+Gables+FL,google,https://www.instagram.com/giraldaplaza/,other,GIRALDA-PLAZA,/q/6ce551ac-e782-5f2d-9078-0dc88fa4db72,active
3a01d0e9-5bce-5fc4-88aa-8252bebe58a2,3451f07f-6eb2-559e-871d-14faae13b003,208abc78-1331-5ded-a5d6-a252c9974594,jungle-plaza-design-district,Through the Portal,"A 33,000-square-foot open plaza in the Design District, home to Criola's 'Interdimensional Portal' mural. As advertised: it's a portal. Interdimensionally speaking.",art,easy,50,25,5–10 min,Find Criola's 'Interdimensional Portal' mural at Jungle Plaza and step through it — photographically speaking.,Pose like you're mid-teleport. Hair matters here.,,https://www.miamidesigndistrict.com/event-venue/742/jungle-plaza/,https://www.google.com/maps/search/?api=1&query=Jungle+Plaza+3801+NE+1st+Ave+Miami+FL,google,https://www.instagram.com/miamidesigndistrict/,other,JUNGLE-PLAZA-DESIGN-DISTRICT,/q/3a01d0e9-5bce-5fc4-88aa-8252bebe58a2,active
8f832778-54cd-5d54-bad1-f820de54ea39,49e25061-35a8-5ed1-9c65-8238bc62bbf4,0e518098-b8c2-5a78-af0f-1b4a38cb4d45,citizens-miamicentral,Eat Like a Commuter,"A food hall built into Brightline's MiamiCentral station, where intercity trains and lunch counters share a roof. The rare place where 'grabbing a bite before the train' is the destination.",food,easy,50,25,10–15 min,"Find the food hall inside MiamiCentral station and photograph the scene — trains, counters and all.",Time your photo to a Brightline arrival if you can. Patience is a virtue.,,https://www.gobrightline.com/,https://www.google.com/maps/search/?api=1&query=Citizens+MiamiCentral+600+NW+1st+Ave+Miami+FL,google,https://www.instagram.com/citizens_miamicentral/,other,CITIZENS-MIAMICENTRAL,/q/8f832778-54cd-5d54-bad1-f820de54ea39,active
3479422e-08ef-5673-83d2-557027a01877,4f8b3159-5218-59b2-b342-11bc9abc7359,a2bdfb29-2728-54f6-8142-de371f679c40,maurice-ferre-park,The Museum's Front Yard,"Thirty acres of downtown waterfront green, renamed in 2019 for Miami's former mayor — with PAMM and the Frost Science Museum living inside it. Culture on one side, Biscayne Bay on the other, grass in between.",outdoors,easy,50,25,10–15 min,Walk the park's waterfront and frame one photo with the bay on one side and the museums on the other.,Find the best patch of grass and claim it for exactly one minute of doing absolutely nothing.,,https://www.miami.gov/Parks-Public-Places/Parks-Directory/Maurice-A.-Ferre-Park,https://www.google.com/maps/search/?api=1&query=Maurice+A.+Ferre+Park+1075+Biscayne+Blvd+Miami+FL,google,https://www.instagram.com/miamiparks/,other,MAURICE-FERRE-PARK,/q/3479422e-08ef-5673-83d2-557027a01877,active
6622b17b-0661-580c-ab70-c063ff7be528,6326d75b-8ddf-5b94-8d81-23ff2f889552,833529ce-a8c6-5ed7-8bf4-4fe76647d01d,espanola-way,The Spanish Detour,"A historic Mediterranean-style pedestrian street tucked between Washington and Drexel, freshly restored and permanently unhurried. Two blocks of South Beach that decided to be Spain instead.",culture,easy,50,25,5–10 min,Wander Española Way and photograph the detail that feels imported straight from the Mediterranean.,Bid the street 'buenas noches' when you leave — time of day irrelevant.,,https://www.experiencemiamibeach.com/local-attractions/espanola-way,https://www.google.com/maps/search/?api=1&query=Espanola+Way+Miami+Beach+FL,google,https://www.instagram.com/espanolaway/,other,ESPANOLA-WAY,/q/6622b17b-0661-580c-ab70-c063ff7be528,active
12c8638e-fe85-540f-8160-72c32394f39d,3d95c2c5-f123-51bf-b4b4-97f6747503f9,0c3a609b-ca93-5a1f-bc05-cbe8f0ebb0dc,regatta-harbour-coconut-grove,Dinner Key Discovery,"Coconut Grove's waterfront hub on historic Dinner Key — marina, dining and bay breeze run by people who clearly understand what the Grove is for. Come watch the masts sway.",outdoors,medium,150,75,10–15 min,Explore Regatta Harbour and photograph the spot where the Grove meets the water — boats required in frame.,Pick the boat you'd captain and christen it out loud with a brand-new name.,,https://www.regattaharbour.com/,https://www.google.com/maps/search/?api=1&query=Regatta+Harbour+3385+Pan+American+Dr+Miami+FL,google,https://www.instagram.com/regattaharbour/,other,REGATTA-HARBOUR-COCONUT-GROVE,/q/12c8638e-fe85-540f-8160-72c32394f39d,active
a3b596af-e36d-5eb9-a46b-c93873345ed0,1f2ec53a-2e1b-58cd-b2aa-1cd178687999,a116f926-5af7-523b-a23c-7b0131e64f83,government-center-station,The Crossroads,"Since 1984 this has been Miami's great transit crossroads — Metrorail, Metromover and Metrobus all converging in one Downtown hub. Most people pass through; this time, stop and look.",culture,easy,50,25,5–10 min,Find where the trains come and go at Government Center and capture one in motion.,"Guess where a departing train is headed, then check the board and grade yourself.",,https://www.miamidade.gov/transportation-publicworks/metrorail-stations.asp,https://www.google.com/maps/search/?api=1&query=Government+Center+Station+101+NW+1st+St+Miami+FL,google,https://www.instagram.com/miamidadetransit/,other,GOVERNMENT-CENTER-STATION,/q/a3b596af-e36d-5eb9-a46b-c93873345ed0,active
b1a724c6-da50-5641-90ee-4d4194c40e89,7460b27b-0e46-5365-8a6e-1a99418dfd4f,33a05f27-fd32-5bff-9c25-4d95cf230f25,tea-room-east-miami,"High Tea, Literally","Forty floors above Brickell, open only Thursday through Saturday, hides an Asian-inspired cocktail lounge called the Tea Room. Part speakeasy, part skybox — all timing.",nightlife,medium,150,75,10–20 min,"On a Thursday, Friday or Saturday, ride up EAST Miami and find the Tea Room on the 40th floor. Capture your proof.","Toast with pinkies out. It is a tea room, after all.",,https://www.easthotels.com/en/miami/restaurants-and-bars/tea-room/,https://www.google.com/search?q=Tea+Room+EAST+Miami+788+Brickell+Plaza+reviews,google,https://www.instagram.com/tearoom.mia/,other,TEA-ROOM-EAST-MIAMI,/q/b1a724c6-da50-5641-90ee-4d4194c40e89,active
517557a0-c5f4-5b89-8dae-0846ab1831d4,1e79560c-2d8c-581f-9e0a-3b82891975e3,36c08d29-1d66-5b07-922e-847467d4fa43,the-kampong-coconut-grove,The Secret Garden of the Grove,A historic Coconut Grove estate that became one of only five gardens in the National Tropical Botanical Garden network. Most of its cousins are in Hawaii; this one hides behind Douglas Road.,outdoors,medium,150,75,15–20 min,Explore The Kampong's grounds and photograph the tree or plant that looks most like it escaped from a storybook.,Learn one plant's name before you leave and formally introduce it to your group.,,https://ntbg.org/gardens/kampong/,https://www.google.com/search?q=The+Kampong+4013+S+Douglas+Rd+Coconut+Grove+reviews,google,https://www.instagram.com/thekampong/,other,THE-KAMPONG-COCONUT-GROVE,/q/517557a0-c5f4-5b89-8dae-0846ab1831d4,active
e73d0b6d-92ad-5e5b-9c54-f2a61257fec0,4d32f895-875b-538f-b5a7-dd53a7f0fc7f,ae760d8b-3bca-5a36-bc31-a602bad4b7d4,dale-zine-design-district,"Small Press, Big Energy","Miami's independent zine shop moved from Little River to the Design District in 2024, carrying its universe of small-press treasures with it. Every shelf is somebody's whole heart, photocopied.",art,easy,50,25,10–15 min,Find Dale Zine's Design District home and browse until you find a zine you've never heard of. Photograph the cover.,Greet the shop with a proper Miami 'dale!' on your way in.,,https://dalezine.com/,https://www.google.com/search?q=Dale+Zine+50+NE+40th+St+Miami+reviews,google,https://www.instagram.com/dale_zine/,other,DALE-ZINE-DESIGN-DISTRICT,/q/e73d0b6d-92ad-5e5b-9c54-f2a61257fec0,active
57574160-f082-5ff5-87ea-33846c15f93e,86ec6766-9a9e-50b5-b1d5-0b40d0be79f8,d25ce94f-cf6b-5252-af8c-6e8e5526f06a,naomis-garden-little-haiti,The Garden of Little Haiti,A Little Haiti original with 'garden' right there in the name — the kind of neighborhood restaurant that grew a second location without losing its roots. Come find the original.,food,easy,50,25,10–15 min,Find Naomi's Garden on NW 71st Street and photograph whatever earns the 'garden' in the name.,Compliment the plants. Out loud. They've earned it.,,https://naomismiami.com/,https://www.google.com/search?q=Naomi%27s+Garden+650+NW+71st+St+Miami+reviews,google,https://www.instagram.com/naomismiami/,other,NAOMIS-GARDEN-LITTLE-HAITI,/q/57574160-f082-5ff5-87ea-33846c15f93e,active
ae7a8290-897f-5083-af13-c75ce4b3f143,d55e37b0-a95c-5b5a-a7dc-8fbfc86e2401,e3910d7b-7879-5b99-91f5-b802abb6f486,broken-shaker-miami-beach,The Pop-Up That Stayed,It started as a pop-up in 2012 inside the Freehand Miami — then earned a James Beard semifinalist nod and simply never left. Some experiments succeed so hard they become institutions.,nightlife,medium,150,75,15–20 min,Find the Broken Shaker inside the Freehand and settle into the bar that refused to be temporary. Capture your spot.,Raise a toast to every pop-up that outlived its own concept.,,https://www.brokenshaker.com/location/miami-hours-and-location/,https://www.google.com/search?q=Broken+Shaker+2727+Indian+Creek+Dr+Miami+Beach+reviews,google,https://www.instagram.com/brokenshaker/,other,BROKEN-SHAKER-MIAMI-BEACH,/q/ae7a8290-897f-5083-af13-c75ce4b3f143,active
5efb7510-e755-5182-9b2d-3dd1de150abc,63e9ec9b-9501-591a-a857-cbe5053a3434,c52d5929-de1b-5d2c-bc9d-84564c78a487,macs-club-deuce,The Hundred-Year Dive,"Established 1926: Miami Beach's oldest bar turns one hundred this year. Cash only, no pretense, beloved by Anthony Bourdain — a century of South Beach history in one room.",nightlife,medium,150,75,10–15 min,Step into Mac's Club Deuce and salute the century. Capture proof you stood in Miami's oldest bar. Bring cash — that's the house rule.,Ask yourself what this room has seen in 100 years. Put your best guess in a Community Note.,,https://www.macsclubdeuce.com/,https://www.google.com/search?q=Mac%27s+Club+Deuce+222+14th+St+Miami+Beach+reviews,google,https://www.instagram.com/macsclubdeuce/,other,MACS-CLUB-DEUCE,/q/5efb7510-e755-5182-9b2d-3dd1de150abc,active
57d5ab07-74a4-5c75-a84d-dbe548785c99,fcefd477-6443-56d6-b6d4-4289c667c4cd,eae8f3ad-d463-5c4a-95a1-4bdb0aca1474,plant-the-future-little-river,The Gas Station That Grew,"Artist Paloma Teppa turned a 1960s gas station on the banks of the Little River into a biophilic art studio and gallery. Where fuel pumps once stood, a small indoor jungle now runs the place.",art,medium,150,75,10–15 min,Find the converted gas station on NE 2nd Ave and photograph the spot where art and plants blur together completely.,"Visually adopt one plant, name it, and record the adoption in your Community Note.",,https://www.plantthefuture.com/,https://www.google.com/search?q=Plant+the+Future+8484+NE+2nd+Ave+Miami+reviews,google,https://www.instagram.com/plantthefuture/,other,PLANT-THE-FUTURE-LITTLE-RIVER,/q/57d5ab07-74a4-5c75-a84d-dbe548785c99,active
7eebe307-0a32-5996-9258-2068eae3df78,f676da93-90c5-5a46-9e9d-c07d8d721b17,111a4bb7-ae6b-574d-b49b-f742f1d7a1b4,coral-gables-congregational-church,The Landmark Across the Way,"A Mediterranean Revival landmark on the National Register of Historic Places, standing directly across from the Biltmore. One of Coral Gables' founding-era beauties — and most people drive right past it.",culture,easy,50,25,5–10 min,Find the church on De Soto Blvd and photograph your favorite Mediterranean Revival detail of the building.,Bonus challenge: frame the church and the Biltmore in a single shot.,,https://gablesucc.org/,https://www.google.com/search?q=Coral+Gables+Congregational+Church+3010+De+Soto+Blvd+reviews,google,https://www.instagram.com/coralgablesucc/,other,CORAL-GABLES-CONGREGATIONAL-CHURCH,/q/7eebe307-0a32-5996-9258-2068eae3df78,active
8c2d780a-5ad9-5e8d-b764-47902ba01d59,71b22ea1-5f61-5b45-aade-19e00c48e84f,a0e58b54-b8ed-5125-a4e8-387091622757,over-under-downtown,Flagler Street Revival,"A cocktail bar and gastropub inside the historic Alfred I. duPont Building, where old Flagler Street grandeur meets new Downtown energy. The name is a question; the room is the answer.",nightlife,medium,150,75,10–15 min,Find Over Under on E Flagler Street and capture where the historic building meets the modern bar.,"Debate with your group: is the name about drinks, sports bets, or the building? Pick a side and die on it.",,https://overundermiami.com/,https://www.google.com/search?q=Over+Under+Miami+151+E+Flagler+St+reviews,google,https://www.instagram.com/overundermiami/,other,OVER-UNDER-DOWNTOWN,/q/8c2d780a-5ad9-5e8d-b764-47902ba01d59,active
cc824584-6599-556e-a42d-2fb4328d3ec7,d858150a-df59-589b-a51b-a8910c61237d,7b017967-7fa7-5e64-b5b4-74f32f680a17,lost-boy-dry-goods,Get Lost Downtown,"An English-pub-style bar that opened in 2018 inside the Alfred I. duPont Building — 'Lost Boy Dry Goods,' a pub wearing a general store's name on historic Flagler Street. Getting lost here is the point.",nightlife,medium,150,75,10–15 min,Find Lost Boy Dry Goods on E Flagler Street and photograph the most un-pub-like detail of this very English pub.,Declare yourself officially lost upon entry — and found by the time you leave.,,https://www.lostboydrygoods.com/,https://www.google.com/search?q=Lost+Boy+Dry+Goods+Miami+157+E+Flagler+St+reviews,google,https://www.instagram.com/lostboydrygoods/,other,LOST-BOY-DRY-GOODS,/q/cc824584-6599-556e-a42d-2fb4328d3ec7,active
ee11a99b-d812-5e8e-a97c-1b6b4c264c22,4242b29b-7284-5d29-bb03-68ba09909251,54a6f74c-377f-5032-a65f-022be3d507fd,fairchild-tropical-garden,Rainforest Within the Garden,"Inside Fairchild's 83 acres hides the Richard H. Simons Rainforest — two acres of canopy, streams and a waterfall, growing since 2001. A rainforest, inside a garden, inside Miami.",outdoors,medium,150,75,15–20 min,Find the Simons Rainforest inside Fairchild and photograph the waterfall tucked within it.,Narrate what you see in your best nature-documentary whisper.,,https://fairchildgarden.org/,https://www.google.com/search?q=Fairchild+Tropical+Botanic+Garden+reviews,google,https://www.instagram.com/fairchildgarden/,other,FAIRCHILD-TROPICAL-GARDEN,/q/ee11a99b-d812-5e8e-a97c-1b6b4c264c22,active
2cf2cdf4-9828-5d73-8869-143b1633a9e3,54bb0aa7-790f-58ab-bd49-d78682d5f3ab,3b919211-a15b-5f8e-8280-4abffe96d876,bodega-taqueria-south-beach,The Porta-Potty Portal,"By day it reads as a taqueria. But since 2014, South Beach regulars have known the truth: somewhere inside stands a fake porta-potty door, and behind it, a hidden bar. Yes, really. No, not a real porta-potty. Go find it.",hidden_gem,medium,150,75,10–15 min,Find the fake porta-potty door inside Bodega and discover what's behind it. Photograph the door — leave what's beyond it a mystery.,Walk in acting completely casual. Fail completely.,,https://www.bodegataqueria.com/location/southbeach/,https://www.google.com/search?q=Bodega+Taqueria+y+Tequila+South+Beach+reviews,google,https://www.instagram.com/bodegataqueria/,other,BODEGA-TAQUERIA-SOUTH-BEACH,/q/2cf2cdf4-9828-5d73-8869-143b1633a9e3,active
65f023cb-5822-5cf0-952e-70d0f0be9d0a,0f6a6b02-c168-55be-b383-246fbb54fc65,05815fa9-244a-54eb-8b42-8aaacfa1a829,miami-circle-brickell,"The 2,000-Year-Old Circle","In 1998, construction at the mouth of the Miami River uncovered a perfect circle of ancient postholes — a Tequesta site up to 2,700 years old. Skyscrapers rose around it; the circle stayed. It's now a public park on the Riverwalk.",culture,easy,50,25,10–15 min,Walk the Riverwalk to Brickell Point and find the Miami Circle. Photograph where the city's oldest story meets its newest skyline.,"Turn one slow, full 360° where you stand — one circle for the Circle.",,https://dos.fl.gov/historical/archaeology/projects/miami-circle/,https://www.google.com/search?q=Miami+Circle+Park+Brickell+reviews,google,,,MIAMI-CIRCLE-BRICKELL,/q/65f023cb-5822-5cf0-952e-70d0f0be9d0a,active
